Ldon gene	Lbraz gene	% identity	length	mismatch
LdBPK_061150.1	LBRM2903_060018300	47.7	1126	518
LdBPK_160510.1	LBRM2903_160011200	47.7	199	101
LdBPK_170580.1	LBRM2903_170011200	47.6	801	401
LdBPK_292170.1	LBRM2903_290026700	47.5	709	365
LdBPK_333180.1	LBRM2903_330041200	47.5	982	470
LdBPK_341060.1	LBRM2903_260032200	47.5	1204	609
LdBPK_341160.1	LBRM2903_080013100	47.5	59	31
LdBPK_311980.1	LBRM2903_310031800	47.4	475	231
LdBPK_312240.1	LBRM2903_310034000	47.4	584	274
LdBPK_050730.1	LBRM2903_050012900	47.3	662	253
LdBPK_323480.1	LBRM2903_320043900	47.2	795	406
LdBPK_060470.1	LBRM2903_060010400	47.1	403	183
LdBPK_321650.1	LBRM2903_320023700	47.1	737	377
LdBPK_080500.1	LBRM2903_080012000	47	232	113
LdBPK_020300.1	LBRM2903_070018100	46.9	1131	480
LdBPK_010120.1	LBRM2903_010006100	46.8	656	263
LdBPK_210040.1	LBRM2903_240023900	46.8	79	42
LdBPK_050720.1	LBRM2903_050012800	46.7	1448	565
LdBPK_040500.1	LBRM2903_040010600	46.6	1611	736
LdBPK_040790.1	LBRM2903_040014000	46.6	1272	452
LdBPK_100360.1	LBRM2903_060020100	46.6	642	289
LdBPK_010650.1	LBRM2903_010011800	46.5	847	334
LdBPK_310870.1	LBRM2903_330023500	46.3	218	112
LdBPK_030760.1	LBRM2903_030012700	46.2	3305	1170
LdBPK_111230.1	LBRM2903_110018300	46.2	1172	537
LdBPK_120290.1	LBRM2903_120008800	46.2	2125	844
LdBPK_312250.1	LBRM2903_310034100	46.1	778	394
LdBPK_322340.1	LBRM2903_320031000	46.1	640	314
LdBPK_050380.1	LBRM2903_050008800	45.9	61	33
LdBPK_060690.1	LBRM2903_060012400	45.9	1341	600
LdBPK_140370.1	LBRM2903_140008900	45.9	484	220
LdBPK_010520.1	LBRM2903_010010500	45.6	701	367
LdBPK_091580.1	LBRM2903_090022100	45.6	79	41
LdBPK_080280.1	LBRM2903_080008000	45.5	888	382
LdBPK_131160.1	LBRM2903_130016700	45.5	191	99
LdBPK_322660.1	LBRM2903_320035000	45.5	825	443
LdBPK_080360.1	LBRM2903_080009000	45.3	1133	547
LdBPK_201030.1	LBRM2903_200066400	45.3	977	430
LdBPK_342640.1	LBRM2903_080013300	45.3	548	284
LdBPK_010700.1	LBRM2903_010012300	45.2	879	364
LdBPK_230840.1	LBRM2903_230012400	45.2	219	107
LdBPK_040900.1	LBRM2903_040016300	45.1	525	218
LdBPK_201090.1	LBRM2903_200066900	45.1	295	134
LdBPK_291340.1	LBRM2903_290019600	45.1	1761	785
LdBPK_130730.1	LBRM2903_130012300	45	1042	452
LdBPK_050840.1	LBRM2903_050014100	44.9	1594	605
LdBPK_201080.1	LBRM2903_200066800	44.9	1404	647
LdBPK_230230.1	LBRM2903_230008600	44.9	1298	678
LdBPK_040720.1	LBRM2903_040013400	44.8	710	342
LdBPK_060310.1	LBRM2903_060020100	44.8	616	318
LdBPK_201130.1	LBRM2903_200067400	44.8	1068	490
LdBPK_311080.1	LBRM2903_310021000	44.8	986	514
LdBPK_200410.1	LBRM2903_200059600	44.6	464	248
LdBPK_364130.1	LBRM2903_350052000	44.6	1099	378
LdBPK_080540.1	LBRM2903_080011500	44.4	1078	431
LdBPK_131310.1	LBRM2903_130018300	44.4	1075	386
LdBPK_231010.1	LBRM2903_230017700	44.3	357	198
LdBPK_090750.1	LBRM2903_090013000	44.1	467	187
LdBPK_161130.1	LBRM2903_160018800	44.1	2282	871
LdBPK_366560.1	LBRM2903_330007400	44.1	497	257
LdBPK_060680.1	LBRM2903_060012300	44	641	322
LdBPK_080510.1	LBRM2903_080011800	44	402	168
LdBPK_181670.1	LBRM2903_180023900	43.8	635	325
LdBPK_362420.1	LBRM2903_310046400	43.7	261	143
LdBPK_342390.1	LBRM2903_200031900	43.5	995	314
LdBPK_020140.1	LBRM2903_020006500	43.4	634	156
LdBPK_120180.1	LBRM2903_120007100	43.4	1169	518
LdBPK_150240.1	LBRM2903_280012600	43.2	317	147
LdBPK_100800.1	LBRM2903_100016900	42.7	2187	883
LdBPK_365480.1	LBRM2903_350066300	42.6	3028	975
LdBPK_030340.1	LBRM2903_030008500	42	1720	673
LdBPK_312220.1	LBRM2903_310033700	42	931	421
LdBPK_262180.1	LBRM2903_260025700	41.8	579	297
LdBPK_301500.1	LBRM2903_300021200	41.8	91	44
LdBPK_010530.1	LBRM2903_010010200	41.7	60	34
LdBPK_301440.1	LBRM2903_200074700	41.5	390	226
LdBPK_301910.1	LBRM2903_330033900	41.3	196	113
LdBPK_020440.1	LBRM2903_020010200	40.8	2842	1016
LdBPK_310850.1	LBRM2903_310017100	40.6	106	63
LdBPK_280600.1	LBRM2903_310032100	40.5	496	249
LdBPK_310830.1	LBRM2903_310017100	40.4	245	144
LdBPK_060810.1	LBRM2903_060014400	40.1	2836	1213
LdBPK_141500.1	LBRM2903_020006500	40	727	296
LdBPK_161010.1	LBRM2903_160018200	40	50	30
LdBPK_161060.1	LBRM2903_160018200	40	50	30
LdBPK_070700.1	LBRM2903_170012100	39.6	986	482
LdBPK_230630.1	LBRM2903_230012400	39.6	255	134
LdBPK_310860.1	LBRM2903_330023500	39.6	285	169
LdBPK_323840.1	LBRM2903_320048900	39.6	134	72
LdBPK_353630.1	LBRM2903_340045200	39.2	475	255
LdBPK_060080.1	LBRM2903_150014500	39.1	64	30
LdBPK_140870.1	LBRM2903_140016900	38.1	425	212
LdBPK_311290.1	LBRM2903_230008600	37.9	1335	689
LdBPK_302680.1	LBRM2903_190024600	37.3	284	175
LdBPK_110520.1	LBRM2903_130016200	37.2	538	283
LdBPK_301920.1	LBRM2903_330033900	37.2	121	76
LdBPK_050670.1	LBRM2903_050012100	37	1783	773
LdBPK_060090.1	LBRM2903_150014500	37	81	36
LdBPK_070910.1	LBRM2903_340017200	35.7	448	211
LdBPK_231340.1	LBRM2903_230021500	35.6	567	279
LdBPK_240370.1	LBRM2903_340013800	34.8	394	249
LdBPK_291350.1	LBRM2903_290020100	34.6	583	245
LdBPK_161570.1	LBRM2903_290017400	34.3	414	236
LdBPK_140020.1	LBRM2903_240028600	34.1	270	139
LdBPK_020540.1	LBRM2903_230030800	33.7	309	136
LdBPK_191370.1	LBRM2903_190022100	33.7	392	182
LdBPK_302970.1	LBRM2903_340005700	33.3	727	430
LdBPK_310440.1	LBRM2903_310011600	32.9	712	388
LdBPK_030970.1	LBRM2903_350073300	32.4	176	95
LdBPK_070950.1	LBRM2903_200010200	31.7	1064	650
LdBPK_020420.1	LBRM2903_020010100	31.3	284	173
LdBPK_364510.1	LBRM2903_330039100	31	213	111
LdBPK_311040.1	LBRM2903_310020200	30.5	766	405
LdBPK_220760.1	LBRM2903_350072900	30	240	138
LdBPK_340990.1	LBRM2903_180007900	29.3	184	112
LdBPK_312390.1	LBRM2903_330026000	28.1	437	210
LdBPK_240470.1	LBRM2903_270023800	27.8	126	89
LdBPK_190210.1	LBRM2903_150017100	26.4	235	143
LdBPK_170130.1	LBRM2903_350042800	25.9	901	539
LdBPK_010720.1	LBRM2903_300020800	25.8	89	56
LdBPK_252500.1	LBRM2903_270026600	25.6	711	415
LdBPK_170120.1	LBRM2903_350042800	25.4	914	580
LdBPK_333060.1	LBRM2903_330040000	22.7	779	520
