Ldon gene	Lbraz gene	% identity	length	mismatch
LdBPK_240640.1	LBRM2903_070021000	88.7	106	12
LdBPK_250210.1	LBRM2903_250007300	88.7	302	34
LdBPK_251850.1	LBRM2903_250026700	88.7	309	32
LdBPK_251890.1	LBRM2903_250027100	88.7	282	32
LdBPK_270740.1	LBRM2903_270015500	88.7	1006	114
LdBPK_283140.1	LBRM2903_280038800	88.7	452	51
LdBPK_292470.1	LBRM2903_290030100	88.7	453	51
LdBPK_302870.1	LBRM2903_300034800	88.7	115	13
LdBPK_303040.1	LBRM2903_300036600	88.7	115	13
LdBPK_312700.1	LBRM2903_310039000	88.7	362	37
LdBPK_321750.1	LBRM2903_320024700	88.7	293	33
LdBPK_331340.1	LBRM2903_330020000	88.7	326	35
LdBPK_332040.1	LBRM2903_330029000	88.7	355	40
LdBPK_340510.1	LBRM2903_200010500	88.7	870	98
LdBPK_354080.1	LBRM2903_340049600	88.7	691	77
LdBPK_361850.1	LBRM2903_350026000	88.7	106	12
LdBPK_363210.1	LBRM2903_350041500	88.7	706	80
LdBPK_070140.1	LBRM2903_070011300	88.6	779	89
LdBPK_100090.1	LBRM2903_100006000	88.6	395	45
LdBPK_111130.1	LBRM2903_110015700	88.6	44	5
LdBPK_141460.1	LBRM2903_140020500	88.6	682	77
LdBPK_160120.1	LBRM2903_160006400	88.6	826	94
LdBPK_161000.1	LBRM2903_160016500	88.6	472	48
LdBPK_171350.1	LBRM2903_170020700	88.6	1063	118
LdBPK_212090.1	LBRM2903_340026400	88.6	132	15
LdBPK_281260.1	LBRM2903_280018500	88.6	201	23
LdBPK_281750.1	LBRM2903_280024100	88.6	669	76
LdBPK_301660.1	LBRM2903_300022800	88.6	149	17
LdBPK_303540.1	LBRM2903_300042500	88.6	246	27
LdBPK_310010.1	LBRM2903_310005200	88.6	770	88
LdBPK_312650.1	LBRM2903_310038300	88.6	70	8
LdBPK_313270.1	LBRM2903_310046100	88.6	385	44
LdBPK_320640.1	LBRM2903_320012000	88.6	370	35
LdBPK_320790.1	LBRM2903_320013600	88.6	184	21
LdBPK_322680.1	LBRM2903_320035200	88.6	673	77
LdBPK_323240.1	LBRM2903_320041400	88.6	825	93
LdBPK_340250.1	LBRM2903_200005900	88.6	719	82
LdBPK_352930.1	LBRM2903_340036400	88.6	140	16
LdBPK_361660.1	LBRM2903_350024000	88.6	123	14
LdBPK_362890.1	LBRM2903_350037900	88.6	158	18
LdBPK_010350.1	LBRM2903_010008500	88.5	96	11
LdBPK_090880.1	LBRM2903_090014300	88.5	776	89
LdBPK_110690.1	LBRM2903_110009700	88.5	87	10
LdBPK_141490.1	LBRM2903_140020800	88.5	148	17
LdBPK_180230.1	LBRM2903_180007500	88.5	296	33
LdBPK_190780.1	LBRM2903_190017000	88.5	252	29
LdBPK_211900.1	LBRM2903_210024200	88.5	340	39
LdBPK_220360.1	LBRM2903_220009800	88.5	444	51
LdBPK_230680.1	LBRM2903_230014300	88.5	156	18
LdBPK_231110.1	LBRM2903_230018800	88.5	156	18
LdBPK_241280.1	LBRM2903_240020600	88.5	122	14
LdBPK_250220.1	LBRM2903_250007400	88.5	713	82
LdBPK_262290.1	LBRM2903_260026900	88.5	279	32
LdBPK_272080.1	LBRM2903_270030400	88.5	375	43
LdBPK_280020.1	LBRM2903_280005500	88.5	131	15
LdBPK_282210.1	LBRM2903_280029000	88.5	381	44
LdBPK_291680.1	LBRM2903_290023600	88.5	401	46
LdBPK_301070.1	LBRM2903_300016900	88.5	1021	116
LdBPK_322800.1	LBRM2903_320036800	88.5	434	49
LdBPK_332850.1	LBRM2903_330037800	88.5	165	19
LdBPK_352690.1	LBRM2903_340033400	88.5	244	28
LdBPK_363890.1	LBRM2903_350049600	88.5	192	22
LdBPK_090720.1	LBRM2903_090012400	88.4	138	16
LdBPK_130270.1	LBRM2903_130008100	88.4	121	14
LdBPK_150060.1	LBRM2903_150005600	88.4	1015	118
LdBPK_181010.1	LBRM2903_180016500	88.4	112	13
LdBPK_181560.1	LBRM2903_180023500	88.4	155	17
LdBPK_241380.1	LBRM2903_240020100	88.4	704	81
LdBPK_282820.1	LBRM2903_280035300	88.4	865	95
LdBPK_300120.1	LBRM2903_300006700	88.4	621	72
LdBPK_300910.1	LBRM2903_300015300	88.4	873	101
LdBPK_303440.1	LBRM2903_300041300	88.4	974	113
LdBPK_320220.1	LBRM2903_320007500	88.4	292	34
LdBPK_323340.1	LBRM2903_320042400	88.4	481	54
LdBPK_331900.1	LBRM2903_330027000	88.4	215	25
LdBPK_340840.1	LBRM2903_200014200	88.4	147	17
LdBPK_352330.1	LBRM2903_340029600	88.4	225	26
LdBPK_354430.1	LBRM2903_340053500	88.4	2228	253
LdBPK_030550.1	LBRM2903_030010500	88.3	332	39
LdBPK_151200.1	LBRM2903_150017600	88.3	111	13
LdBPK_190490.1	LBRM2903_190012800	88.3	214	23
LdBPK_200460.1	LBRM2903_200060200	88.3	367	28
LdBPK_210280.1	LBRM2903_210007200	88.3	154	18
LdBPK_221490.1	LBRM2903_220022400	88.3	103	12
LdBPK_230040.1	LBRM2903_230005200	88.3	478	55
LdBPK_231920.1	LBRM2903_230028400	88.3	384	45
LdBPK_240150.1	LBRM2903_240006200	88.3	154	18
LdBPK_250540.1	LBRM2903_250012200	88.3	656	77
LdBPK_260140.1	LBRM2903_260006500	88.3	290	34
LdBPK_270090.1	LBRM2903_270006200	88.3	592	69
LdBPK_282310.1	LBRM2903_280030000	88.3	231	27
LdBPK_291100.1	LBRM2903_290017800	88.3	349	41
LdBPK_303620.1	LBRM2903_300043200	88.3	162	19
LdBPK_320600.1	LBRM2903_320011600	88.3	583	68
LdBPK_341840.1	LBRM2903_200026300	88.3	383	45
LdBPK_343270.1	LBRM2903_200044300	88.3	426	49
LdBPK_353110.1	LBRM2903_340038300	88.3	1154	135
LdBPK_360330.1	LBRM2903_350009300	88.3	230	27
LdBPK_362450.1	LBRM2903_350032400	most 	282	33
